Total Venta,Fecha de Emisión (Unix Timestamp),Empresa
12243,2021-02-03 22:59:29,25
24243,2021-02-03 20:42:14,20
19599,2021-02-04 00:41:11,39
16400,2021-02-04 11:45:39,20
15580,2021-02-04 15:05:43,39
63810,2021-02-04 16:21:55,34
22000,2021-02-04 21:01:29,25
19408,2021-02-04 21:47:57,40
19599,2021-02-05 20:10:13,39
48260,2021-02-07 22:20:17,30
23940,2021-02-07 22:20:40,30
16659,2021-02-08 17:09:21,39
41630,2021-02-08 18:28:40,34
35910,2021-02-08 19:14:48,40
15245,2021-02-08 23:11:48,30
11581,2021-02-10 00:55:45,40
20990,2021-02-09 21:57:22,30
61560,2021-02-10 16:42:44,34
13999,2021-02-10 21:26:56,39
12590,2021-02-11 05:45:01,39
20592,2021-02-10 22:30:32,30
12774,2021-02-11 17:44:12,39
21570,2021-02-11 18:23:21,34
35970,2021-02-11 20:06:14,34
63003,2021-02-11 20:07:00,34
63003,2021-02-11 20:24:09,34
13280,2021-02-11 20:37:14,34
18803,2021-02-11 20:38:56,34
23003,2021-02-11 20:43:06,34
6580,2021-02-12 03:20:10,34
21980,2021-02-12 03:35:20,34
57890,2021-02-12 03:47:45,34
55970,2021-02-12 14:12:59,34
8000,2021-02-13 23:10:47,20
13990,2021-02-13 22:15:02,40
9999,2021-02-14 18:11:52,39
49977,2021-02-14 20:03:21,39
10296,2021-02-15 02:50:54,39
16659,2021-02-15 13:26:52,39
27998,2021-02-16 17:44:32,39
19599,2021-02-17 04:40:08,39
57765,2021-02-17 02:44:34,34
10200,2021-02-17 00:01:31,30
21000,2021-02-17 00:01:48,30
56643,2021-02-17 12:44:22,34
16930,2021-02-18 00:14:22,30
119620,2021-02-18 16:25:35,34
50556,2021-02-18 17:36:56,34
16760,2021-02-18 17:56:17,34
39198,2021-02-19 14:57:11,39
29130,2021-02-19 12:52:22,34
173070,2021-02-19 19:28:17,34
73530,2021-02-19 19:29:14,34
9999,2021-02-20 13:45:35,39
13999,2021-02-20 23:20:21,39
13999,2021-02-21 22:12:17,39
20990,2021-02-21 22:17:55,30
50192,2021-02-22 12:30:57,34
70600,2021-02-22 12:31:25,34
23779,2021-02-22 12:31:42,34
67540,2021-02-22 12:32:01,34
16659,2021-02-22 16:23:42,39
43910,2021-02-22 14:20:39,40
37560,2021-02-22 20:27:36,34
88845,2021-02-25 20:21:51,34
226750,2021-02-23 14:02:30,34
13999,2021-02-23 19:04:27,39
23995,2021-02-23 06:29:06,30
160086,2021-02-24 19:23:01,34
140370,2021-02-24 19:23:19,34
13999,2021-02-25 05:02:46,39
13999,2021-02-25 21:47:35,39
13999,2021-02-25 21:57:29,39
29270,2021-02-25 22:07:40,34
90492,2021-02-26 13:30:11,34
39486,2021-02-26 14:44:51,34
1000,2021-02-26 15:22:48,20
16659,2021-02-26 20:38:16,39
169410,2021-02-28 01:24:23,34
51700,2021-02-28 13:16:51,20
72140,2021-03-01 04:06:27,40
20500,2021-03-01 01:28:45,30
22500,2021-03-01 01:29:29,30
31486,2021-03-01 01:29:57,30
37800,2021-03-01 16:23:55,32
115810,2021-03-01 17:24:56,34
16659,2021-03-02 00:55:32,39
800,2021-03-01 22:07:02,20
12900,2021-03-02 00:17:25,20
175975,2021-03-02 13:48:18,34
51072,2021-03-02 16:16:15,34
27980,2021-03-02 17:06:19,40
22490,2021-03-02 23:18:07,30
31000,2021-03-02 23:20:55,30
16659,2021-03-03 16:21:52,39
12554,2021-03-03 11:59:50,40
38750,2021-03-03 14:42:15,34
76560,2021-03-03 22:46:40,34
9999,2021-03-04 17:40:26,39
9999,2021-03-04 19:30:24,39
13999,2021-03-04 20:53:00,39
60530,2021-03-04 18:22:07,34
15580,2021-03-05 00:23:16,39
78037,2021-03-04 21:23:05,34
68540,2021-03-04 23:17:04,34
42550,2021-03-05 14:44:29,34
9780,2021-03-05 15:28:54,34
24560,2021-03-05 18:02:06,34
63430,2021-03-06 21:47:47,34
13999,2021-03-07 17:25:44,39
19599,2021-03-07 18:27:02,39
38718,2021-03-07 15:37:00,40
23280,2021-03-07 21:20:13,34
13999,2021-03-08 04:05:21,39
16400,2021-03-08 15:09:54,20
27998,2021-03-09 00:24:38,39
16659,2021-03-09 05:43:31,39
13999,2021-03-10 00:23:25,39
17628,2021-03-10 00:32:01,20
17980,2021-03-10 01:16:56,40
9999,2021-03-10 06:44:48,39
32970,2021-03-10 12:24:36,40
9999,2021-03-10 17:29:47,39
13999,2021-03-10 17:58:22,39
13999,2021-03-10 18:26:17,39
35043,2021-03-10 15:53:17,20
800,2021-03-10 16:15:04,20
13999,2021-03-11 04:19:02,39
22374,2021-03-11 00:13:04,40
12130,2021-03-11 12:45:18,10
19860,2021-03-11 13:39:44,34
13999,2021-03-12 05:22:27,39
63176,2021-03-12 10:46:47,20
39750,2021-03-12 15:22:37,34
13999,2021-03-14 03:36:38,39
13999,2021-03-14 05:48:58,39
12590,2021-03-14 13:53:16,39
13999,2021-03-14 23:26:55,39
14844,2021-03-15 04:08:58,20
101710,2021-03-15 14:17:15,34
23270,2021-03-15 14:17:33,34
2990,2021-03-15 20:13:39,26
13999,2021-03-16 15:05:00,39
30043,2021-03-16 12:05:34,20
13999,2021-03-16 15:32:59,39
133530,2021-03-16 12:33:20,34
95780,2021-03-16 12:56:33,34
17489,2021-03-16 16:45:37,39
13999,2021-03-17 02:10:03,39
22589,2021-03-17 09:10:24,39
81250,2021-03-17 12:00:22,34
12730,2021-03-17 12:00:37,34
36938,2021-03-17 04:05:48,30
14675,2021-03-17 04:07:22,30
15467,2021-03-17 22:05:08,30
1490,2021-03-18 16:10:20,40
13999,2021-03-19 15:01:02,39
79810,2021-03-19 11:04:55,40
16659,2021-03-20 06:05:03,39
13999,2021-03-20 16:07:00,39
19599,2021-03-20 18:00:48,39
12590,2021-03-21 00:16:38,39
19599,2021-03-21 04:22:02,39
375953,2021-03-21 23:39:39,20
12996,2021-03-21 22:03:00,30
13300,2021-03-21 22:03:54,30
21720,2021-03-21 22:04:26,30
167865,2021-03-22 12:17:00,34
43080,2021-03-22 12:23:04,34
21207,2021-03-22 12:23:19,34
60131,2021-03-22 12:23:36,34
28560,2021-03-22 12:23:49,34
61420,2021-03-22 12:24:01,34
60676,2021-03-22 12:24:47,34
381290,2021-03-22 12:25:00,34
36986,2021-03-22 12:28:23,34
24109,2021-03-22 03:31:19,30
9910,2021-03-22 03:40:52,30
27998,2021-03-23 05:02:06,39
58571,2021-03-23 13:07:41,34
112870,2021-03-23 13:07:54,34
44000,2021-03-23 17:35:09,25
13999,2021-03-23 17:51:37,39
23970,2021-03-23 14:42:57,40
54630,2021-03-23 21:44:41,34
18776,2021-03-23 21:54:02,30
119530,2021-03-24 12:11:30,34
13999,2021-03-24 15:22:10,39
27998,2021-03-24 16:36:26,39
39900,2021-03-24 14:26:43,20
46700,2021-03-24 17:55:46,32
111797,2021-03-24 17:58:38,20
25420,2021-03-24 06:56:24,30
59840,2021-03-24 19:32:59,34
67560,2021-03-25 02:59:59,34
145110,2021-03-25 03:02:22,34
97196,2021-03-25 03:02:35,34
55018,2021-03-25 01:07:57,40
13999,2021-03-25 06:59:44,39
10990,2021-03-25 11:43:42,40
2000,2021-03-25 14:09:31,41
800,2021-03-25 19:12:10,20
72990,2021-03-25 20:14:06,34
398258,2021-03-25 20:14:25,34
20060,2021-03-25 20:14:39,34
123070,2021-03-25 20:14:55,34
11980,2021-03-25 19:17:44,40
37350,2021-03-25 12:54:23,30
13999,2021-03-26 04:17:16,39
13999,2021-03-26 04:35:20,39
20360,2021-03-26 01:07:04,40
12443,2021-03-26 03:48:46,20
18928,2021-03-26 13:00:24,20
19599,2021-03-26 18:58:00,39
19960,2021-03-26 16:56:24,40
27930,2021-03-26 19:36:26,40
18343,2021-03-26 22:46:50,20
19599,2021-03-27 03:40:30,39
39198,2021-03-27 04:59:16,39
13999,2021-03-27 06:38:20,39
13999,2021-03-27 16:26:08,39
21633,2021-03-27 19:15:35,20
13343,2021-03-27 19:59:10,20
13999,2021-03-27 23:43:18,39
9430,2021-03-28 01:46:05,30
13190,2021-03-28 18:56:24,40
12443,2021-03-28 23:43:38,20
46260,2021-03-29 13:37:14,34
52230,2021-03-29 13:38:30,34
23570,2021-03-29 13:38:57,34
121470,2021-03-29 13:39:13,34
18060,2021-03-29 13:39:42,34
13999,2021-03-29 17:20:50,39
65220,2021-03-29 19:55:00,34
19599,2021-03-30 03:25:30,39
28257,2021-03-30 01:50:49,20
21000,2021-03-30 00:53:33,30
13999,2021-03-30 19:52:56,39
13999,2021-03-30 22:20:39,39
18480,2021-03-30 09:06:16,30
22643,2021-03-31 13:54:01,20
35150,2021-03-31 14:18:55,34
31800,2021-03-31 16:57:33,20
48050,2021-03-31 17:55:35,34
63470,2021-03-31 17:55:51,34
16770,2021-03-31 20:20:23,34
12980,2021-03-31 22:44:46,40
13028,2021-04-01 02:23:28,20
39273,2021-04-01 12:07:19,34
46743,2021-04-01 18:19:42,20
28633,2021-04-02 03:30:50,20
15580,2021-04-02 22:53:02,39
4980,2021-04-02 19:36:03,40
133530,2021-04-02 23:45:29,34
60762,2021-04-02 23:45:46,34
34560,2021-04-02 23:46:02,34
23583,2021-04-02 11:33:29,30
26179,2021-04-02 23:46:28,34
81039,2021-04-02 23:46:42,34
13999,2021-04-03 13:05:06,39
54038,2021-04-03 14:12:46,20
10000,2021-04-03 09:06:10,30
64477,2021-04-03 21:50:59,20
10487,2021-04-04 03:57:39,39
17705,2021-04-03 12:54:44,30
13940,2021-04-03 23:10:39,40
61560,2021-04-05 06:24:13,34
45570,2021-04-05 06:24:29,34
53130,2021-04-05 14:12:45,34
97530,2021-04-05 15:01:22,34
77480,2021-04-05 13:56:11,40
20960,2021-04-05 15:40:51,40
54230,2021-04-05 20:28:35,34
52310,2021-04-05 21:04:28,40
58700,2021-04-06 13:56:47,32
43230,2021-04-06 15:44:11,34
21480,2021-04-06 16:03:04,34
43930,2021-04-06 16:11:29,34
80680,2021-04-06 16:57:44,34
20655,2021-04-06 04:46:08,30
49240,2021-04-06 15:54:43,40
800,2021-04-06 18:06:51,20
256342,2021-04-06 18:52:22,34
41970,2021-04-06 20:29:28,34
21243,2021-04-06 21:23:55,20
113514,2021-04-06 22:23:48,34
51430,2021-04-07 00:33:25,34
13999,2021-04-07 04:13:24,39
33318,2021-04-07 06:50:46,39
41570,2021-04-07 05:23:44,34
18655,2021-04-06 22:21:04,30
40850,2021-04-07 14:14:07,34
43530,2021-04-07 16:06:04,34
67530,2021-04-07 16:56:06,34
13999,2021-04-07 20:25:12,39
14980,2021-04-07 16:24:38,40
39900,2021-04-07 18:53:32,20
13999,2021-04-07 23:44:18,39
86080,2021-04-07 09:54:50,30
20442,2021-04-08 01:39:04,20
19599,2021-04-08 08:10:52,39
43156,2021-04-08 16:28:48,34
14100,2021-04-08 18:32:05,16
16659,2021-04-08 22:40:32,39
65355,2021-04-08 22:32:35,20
27998,2021-04-09 07:23:47,39
16208,2021-04-09 02:00:03,30
20960,2021-04-09 15:11:51,40
2500,2021-04-09 17:37:19,20
25550,2021-04-09 17:44:24,34
13999,2021-04-10 02:08:24,39
27270,2021-04-09 23:45:18,34
22960,2021-04-09 22:43:33,40
16659,2021-04-10 03:48:37,39
16659,2021-04-10 06:23:53,39
56250,2021-04-10 05:43:26,34
198910,2021-04-10 15:23:38,34
79530,2021-04-10 17:53:46,34
13999,2021-04-10 23:15:13,39
13999,2021-04-10 23:49:03,39
31340,2021-04-10 22:59:23,34
13999,2021-04-11 04:49:56,39
13999,2021-04-11 05:18:17,39
72837,2021-04-11 02:24:50,34
21720,2021-04-10 18:40:41,30
11500,2021-04-11 01:29:01,30
20843,2021-04-11 15:09:38,20
13999,2021-04-11 19:34:27,39
13098,2021-04-11 05:23:52,30
13999,2021-04-12 01:21:59,39
13999,2021-04-12 04:53:00,39
66150,2021-04-12 00:04:29,40
24203,2021-04-12 13:34:25,34
6374,2021-04-12 13:43:49,10
119598,2021-04-12 14:53:23,20
13999,2021-04-12 18:18:36,39
68250,2021-04-12 16:09:30,34
17494,2021-04-12 08:11:48,30
28500,2021-04-12 13:17:41,30
19599,2021-04-13 06:28:36,39
59050,2021-04-13 14:32:27,34
800,2021-04-13 14:40:21,20
53550,2021-04-13 15:26:17,34
2200,2021-04-13 20:11:15,25
60287,2021-04-13 18:09:59,10
21280,2021-04-13 18:46:22,34
71130,2021-04-13 22:44:32,34
15000,2021-04-14 05:09:27,7
57630,2021-04-14 00:54:35,40
120846,2021-04-14 04:04:25,34
33250,2021-04-14 15:48:51,34
37230,2021-04-14 18:07:07,34
33318,2021-04-14 22:38:50,39
76030,2021-04-14 21:59:34,34
18560,2021-04-15 01:50:15,34
13999,2021-04-15 09:18:56,39
101970,2021-04-15 14:43:28,34
44143,2021-04-15 15:44:19,20
1400,2021-04-15 18:56:32,25
10990,2021-04-15 14:06:22,40
92910,2021-04-15 16:28:27,34
25270,2021-04-15 19:29:34,34
11646,2021-04-15 19:13:12,40
84043,2021-04-15 22:39:57,20
51730,2021-04-15 23:04:39,34
12996,2021-04-16 01:31:58,30
24837,2021-04-16 17:03:05,34
13999,2021-04-16 20:20:52,39
22620,2021-04-16 19:05:38,34
4040,2021-04-16 19:07:35,34
131490,2021-04-16 19:47:09,34
5590,2021-04-16 19:40:21,40
33980,2021-04-16 10:15:06,30
44143,2021-04-17 13:33:06,20
13999,2021-04-17 21:41:27,39
21247,2021-04-17 07:53:11,30
65995,2021-04-18 00:56:21,39
60740,2021-04-17 22:59:57,34
29342,2021-04-18 00:45:23,41
13999,2021-04-18 04:35:43,39
46143,2021-04-18 15:30:06,20
12555,2021-04-18 05:03:15,30
20000,2021-04-18 21:16:40,20
33318,2021-04-19 00:47:18,39
50200,2021-04-19 00:32:28,34
51580,2021-04-19 01:00:38,34
39000,2021-04-19 01:42:27,41
16659,2021-04-19 15:43:19,39
71850,2021-04-19 13:20:02,41
25435,2021-04-19 03:07:51,30
13999,2021-04-19 18:46:33,39
20388,2021-04-19 20:27:24,20
13000,2021-04-19 21:07:33,41
65000,2021-04-19 23:08:59,41
26000,2021-04-19 23:09:19,41
29132,2021-04-19 23:21:51,41
84283,2021-04-20 00:21:32,41
12590,2021-04-20 05:25:32,39
17589,2021-04-20 03:35:46,41
44143,2021-04-20 03:43:19,20
23362,2021-04-20 13:17:11,41
66637,2021-04-20 17:59:37,39
13999,2021-04-20 17:59:37,39
13999,2021-04-20 19:15:35,39
56655,2021-04-20 16:40:10,41
26000,2021-04-20 17:32:48,41
26812,2021-04-20 05:35:01,30
26000,2021-04-20 18:05:03,41
12210,2021-04-20 06:12:04,30
56512,2021-04-20 22:09:21,41
17143,2021-04-20 22:37:15,20
29132,2021-04-21 01:52:36,41
42342,2021-04-21 03:47:48,41
68749,2021-04-21 04:03:48,41
13000,2021-04-21 14:35:34,41
39000,2021-04-21 15:39:25,41
26000,2021-04-21 15:57:37,41
100320,2021-04-21 16:02:09,34
52910,2021-04-21 16:02:25,34
42760,2021-04-21 16:02:41,34
57500,2021-04-21 16:03:01,34
34230,2021-04-21 16:03:15,34
89860,2021-04-21 16:03:43,34
109119,2021-04-21 16:03:57,34
113750,2021-04-21 16:04:13,34
54319,2021-04-21 16:04:34,34
39000,2021-04-21 16:45:03,41
142900,2021-04-21 17:19:20,20
110670,2021-04-21 17:29:08,34
13000,2021-04-21 17:26:50,20
90731,2021-04-21 18:48:55,34
50080,2021-04-21 19:52:34,34
13999,2021-04-22 01:14:46,39
241424,2021-04-21 22:29:45,41
38369,2021-04-21 22:47:08,41
42448,2021-04-21 23:05:09,41
26000,2021-04-22 00:22:40,41
31636,2021-04-22 00:25:46,41
286550,2021-04-22 01:04:25,34
39900,2021-04-22 15:03:52,20
14019,2021-04-22 03:26:44,30
42448,2021-04-22 17:54:55,41
109357,2021-04-22 18:15:51,41
29342,2021-04-22 18:58:10,41
43155,2021-04-22 19:27:33,41
8990,2021-04-22 19:35:11,40
48399,2021-04-23 00:42:52,20
18208,2021-04-23 01:03:42,41
30155,2021-04-23 01:34:30,41
21984,2021-04-23 01:42:54,34
83120,2021-04-23 01:55:08,34
55448,2021-04-23 03:00:03,41
47540,2021-04-23 00:30:15,34
13000,2021-04-23 17:02:49,41
65900,2021-04-23 17:33:23,34
15980,2021-04-23 16:53:45,40
26000,2021-04-23 19:05:51,41
58797,2021-04-23 22:06:51,39
93825,2021-04-23 19:41:02,16
30612,2021-04-23 21:44:20,41
26000,2021-04-23 23:31:32,41
13999,2021-04-24 02:41:27,39
33318,2021-04-24 04:48:17,39
47269,2021-04-24 03:16:11,34
29043,2021-04-24 15:01:09,20
13000,2021-04-24 15:15:46,41
105250,2021-04-24 16:05:02,34
13999,2021-04-25 00:58:06,39
30155,2021-04-25 00:05:41,41
30084,2021-04-25 04:19:42,41
31968,2021-04-25 15:28:04,41
21233,2021-04-25 21:16:45,20
39000,2021-04-25 21:40:14,41
45426,2021-04-25 22:29:50,41
88731,2021-04-26 07:30:14,41
32055,2021-04-26 12:43:01,41
25244,2021-04-26 12:54:24,20
19980,2021-04-26 11:37:01,40
44061,2021-04-26 13:42:46,41
32900,2021-04-26 13:41:50,32
38628,2021-04-26 13:43:32,32
44380,2021-04-26 13:47:16,32
26000,2021-04-26 14:49:49,41
68749,2021-04-26 15:04:59,41
5043,2021-04-26 17:02:34,20
80216,2021-04-26 20:31:04,41
32159,2021-04-26 20:41:17,34
130000,2021-04-27 01:15:28,41
8300,2021-04-27 01:22:30,20
27908,2021-04-27 10:30:53,40
29900,2021-04-27 14:00:51,20
13000,2021-04-27 15:22:04,41
45396,2021-04-27 15:32:51,41
33950,2021-04-27 19:16:14,34
28000,2021-04-27 10:13:32,30
36243,2021-04-27 23:54:30,20
41560,2021-04-28 00:44:31,34
26000,2021-04-28 01:35:08,41
13296,2021-04-28 03:02:49,26
26000,2021-04-28 03:36:02,41
62996,2021-04-28 03:33:42,20
15890,2021-04-28 03:39:27,41
83207,2021-04-28 14:16:00,34
29132,2021-04-28 14:18:08,41
51643,2021-04-28 14:24:59,20
13000,2021-04-28 16:03:17,41
72976,2021-04-28 16:21:02,34
143110,2021-04-28 17:08:47,34
16342,2021-04-28 18:18:48,41
39000,2021-04-28 18:58:17,41
32760,2021-04-28 19:11:40,34
69854,2021-04-28 20:11:32,41
53850,2021-04-28 21:52:30,34
38641,2021-04-28 23:04:03,20
800,2021-04-29 00:39:57,20
30894,2021-04-29 02:52:20,41
30655,2021-04-29 16:13:13,41
130360,2021-04-29 16:32:03,34
21479,2021-04-29 04:35:41,30
26000,2021-04-29 19:09:59,41
17632,2021-04-29 19:30:24,41
87121,2021-04-29 23:38:49,16
19599,2021-04-30 04:18:08,39
26000,2021-04-30 02:39:24,41
16659,2021-04-30 06:32:07,39
31926,2021-04-30 05:37:44,41
55776,2021-04-30 13:47:31,41
83296,2021-04-30 16:51:50,39
67230,2021-04-30 14:44:32,34
13000,2021-04-30 14:49:03,41
26970,2021-04-30 13:54:17,40
43395,2021-04-30 04:27:31,30
29132,2021-04-30 16:54:50,41
22112,2021-04-30 16:58:00,41
65000,2021-04-30 17:07:51,41
31540,2021-04-30 20:25:07,34
19599,2021-05-01 01:47:46,39
68749,2021-05-01 00:29:21,41
30155,2021-05-01 01:27:03,41
106210,2021-05-01 03:34:07,34
17632,2021-05-01 19:46:20,41
40140,2021-05-01 20:50:21,34
52060,2021-05-01 21:08:57,34
16659,2021-05-02 00:53:27,39
26000,2021-05-01 22:15:36,41
14443,2021-05-02 00:52:47,20
25970,2021-05-01 23:36:39,40
29132,2021-05-02 02:15:59,41
56460,2021-05-02 04:46:46,34
69801,2021-05-02 06:18:09,41
19599,2021-05-02 17:32:34,39
16659,2021-05-02 19:18:16,39
44061,2021-05-02 16:50:27,41
26000,2021-05-02 17:15:11,41
157470,2021-05-02 17:52:06,34
28000,2021-05-02 07:16:17,30
51979,2021-05-02 19:45:29,34
36412,2021-05-02 07:53:51,30
16304,2021-05-03 00:17:59,41
48630,2021-05-03 00:46:42,34
39000,2021-05-03 01:16:09,41
55430,2021-05-03 01:45:00,34
35810,2021-05-02 13:40:33,30
30612,2021-05-03 02:16:58,41
33318,2021-05-03 05:19:58,39
80670,2021-05-03 02:33:47,34
18260,2021-05-02 15:37:20,30
32055,2021-05-03 10:23:22,41
23583,2021-05-03 03:15:16,30
19599,2021-05-03 18:57:08,39
274950,2021-05-03 16:10:38,34
50187,2021-05-03 16:38:57,20
32426,2021-05-03 17:27:15,41
26000,2021-05-03 19:28:40,41
