Total Venta,Fecha de Emisión (Unix Timestamp),Empresa
26000,2021-05-03 19:32:07,41
10900,2021-05-03 19:38:32,20
16304,2021-05-03 19:56:40,41
26000,2021-05-03 20:48:58,41
52000,2021-05-03 20:52:52,41
26000,2021-05-03 21:08:43,41
26000,2021-05-03 21:29:15,41
104000,2021-05-03 22:44:43,41
38156,2021-05-03 23:14:43,34
26000,2021-05-04 00:01:01,41
36174,2021-05-04 00:54:01,20
106530,2021-05-04 01:07:30,34
69581,2021-05-04 02:10:55,41
38940,2021-05-04 03:04:20,40
800,2021-05-04 13:33:28,20
20643,2021-05-04 13:46:55,20
53530,2021-05-04 14:14:23,34
64371,2021-05-04 14:23:14,20
19960,2021-05-04 13:45:01,40
9980,2021-05-04 15:54:15,40
52488,2021-05-04 05:53:20,30
18580,2021-05-04 18:45:18,34
8832,2021-05-04 22:07:41,25
17890,2021-05-04 19:29:15,41
54111,2021-05-04 20:16:30,20
12590,2021-05-05 00:01:13,39
35570,2021-05-04 21:21:04,34
124250,2021-05-04 21:45:58,34
24563,2021-05-04 22:57:39,20
32800,2021-05-04 23:03:22,32
39543,2021-05-05 00:16:54,20
714870,2021-05-05 02:32:00,34
40005,2021-05-05 00:32:16,40
50220,2021-05-05 02:39:50,34
130800,2021-05-05 03:34:49,20
108820,2021-05-05 03:38:54,34
17890,2021-05-05 15:19:51,41
62087,2021-05-05 17:10:52,16
33132,2021-05-05 19:42:58,41
77530,2021-05-05 20:19:27,34
37530,2021-05-05 21:08:24,34
19512,2021-05-05 22:08:13,41
95170,2021-05-05 22:23:13,34
13999,2021-05-06 03:59:29,39
17963,2021-05-06 01:06:07,20
48448,2021-05-06 03:37:45,41
99250,2021-05-06 01:56:36,40
22760,2021-05-06 05:44:21,34
13580,2021-05-06 14:05:10,34
150850,2021-05-06 15:42:05,34
15000,2021-05-06 16:31:34,41
49084,2021-05-06 16:49:02,41
89727,2021-05-06 20:38:26,41
64155,2021-05-06 23:15:49,41
13999,2021-05-07 02:19:08,39
33132,2021-05-07 01:56:06,41
16400,2021-05-07 03:44:13,20
13999,2021-05-07 16:55:30,39
46700,2021-05-07 15:50:11,32
61250,2021-05-07 16:08:36,34
38960,2021-05-07 16:42:39,34
50400,2021-05-07 19:18:55,16
11500,2021-05-07 07:33:35,30
12543,2021-05-07 19:56:14,20
73018,2021-05-07 21:16:04,20
43230,2021-05-07 22:14:32,34
16980,2021-05-07 20:51:47,40
41280,2021-05-08 00:31:34,34
27773,2021-05-08 02:49:31,20
13999,2021-05-08 07:17:56,39
45000,2021-05-08 14:59:40,41
33132,2021-05-08 18:35:24,41
23000,2021-05-08 19:26:24,20
18960,2021-05-08 22:18:39,40
148500,2021-05-09 01:03:24,20
11788,2021-05-09 01:49:52,20
57470,2021-05-09 01:58:41,40
101916,2021-05-09 05:15:06,41
90490,2021-05-09 13:09:53,34
61230,2021-05-09 18:42:09,34
48448,2021-05-10 00:53:37,41
12543,2021-05-10 03:11:14,20
15000,2021-05-10 03:28:38,41
800,2021-05-10 14:00:28,20
16038,2021-05-10 14:45:37,26
21900,2021-05-10 15:13:22,20
13580,2021-05-10 15:30:43,34
69687,2021-05-10 18:34:21,34
65487,2021-05-10 18:59:53,16
57190,2021-05-10 21:22:23,34
33448,2021-05-10 22:38:04,41
48776,2021-05-11 01:14:14,41
16749,2021-05-10 23:38:58,30
26263,2021-05-11 14:09:06,20
46230,2021-05-11 14:46:59,34
73170,2021-05-11 15:00:59,34
19599,2021-05-11 18:38:15,39
96477,2021-05-11 17:04:35,41
2990,2021-05-11 16:29:07,40
39198,2021-05-11 22:47:21,39
13980,2021-05-11 18:18:15,40
32823,2021-05-11 20:45:01,34
44211,2021-05-12 20:12:44,34
19599,2021-05-12 03:49:51,39
15000,2021-05-12 02:12:08,41
46779,2021-05-12 02:59:12,34
56230,2021-05-12 03:10:04,34
36055,2021-05-12 03:25:16,41
63090,2021-05-12 05:50:39,34
36294,2021-05-12 15:11:34,20
800,2021-05-12 16:00:53,20
2487,2021-05-12 16:05:19,20
30000,2021-05-12 18:12:52,41
11980,2021-05-12 16:29:49,40
71730,2021-05-12 19:22:04,34
13999,2021-05-12 22:39:27,39
29550,2021-05-12 23:49:44,34
78460,2021-05-13 16:07:43,34
75200,2021-05-13 16:21:17,34
77900,2021-05-13 17:48:51,34
17050,2021-05-13 06:00:08,30
84440,2021-05-13 19:09:05,34
75418,2021-05-14 00:20:41,16
13999,2021-05-14 04:38:43,39
17890,2021-05-14 03:21:18,41
90000,2021-05-14 03:59:39,41
36930,2021-05-14 05:02:16,34
39210,2021-05-13 23:37:54,30
20279,2021-05-14 11:51:58,34
148059,2021-05-14 14:35:10,34
18035,2021-05-14 15:09:27,10
10980,2021-05-14 13:49:35,40
4550,2021-05-14 14:38:33,40
9662,2021-05-14 07:10:48,30
3990,2021-05-14 18:56:38,40
46630,2021-05-14 21:47:43,34
52640,2021-05-14 22:12:11,34
105000,2021-05-14 23:43:46,41
42487,2021-05-15 00:11:43,20
10374,2021-05-14 12:55:54,30
83120,2021-05-15 16:15:17,34
48776,2021-05-15 17:14:49,41
41980,2021-05-15 18:48:32,34
81584,2021-05-15 19:06:08,20
145470,2021-05-16 15:11:05,34
133530,2021-05-16 19:26:49,34
15000,2021-05-16 20:42:22,41
13999,2021-05-17 01:15:12,39
48448,2021-05-16 22:53:27,41
98284,2021-05-17 00:56:04,41
27890,2021-05-17 03:52:04,41
80590,2021-05-17 14:19:23,34
27998,2021-05-17 18:43:07,39
149960,2021-05-17 17:08:10,16
49580,2021-05-17 21:34:13,34
48448,2021-05-17 23:05:10,41
5043,2021-05-18 00:05:41,20
31980,2021-05-18 00:15:36,40
25970,2021-05-18 02:52:04,34
32843,2021-05-18 03:00:41,20
15000,2021-05-18 16:10:41,41
67567,2021-05-18 18:34:36,20
96674,2021-05-18 18:48:17,41
36730,2021-05-14 18:18:40,34
48448,2021-05-18 22:15:43,41
33422,2021-05-18 22:13:00,20
29760,2021-05-19 01:41:23,34
41280,2021-05-19 02:07:14,34
35863,2021-05-19 11:58:57,20
12590,2021-05-19 16:03:23,39
74408,2021-05-19 15:00:51,32
800,2021-05-19 15:42:10,20
22490,2021-05-19 04:59:15,30
6990,2021-05-19 15:56:22,40
28429,2021-05-19 05:46:41,30
15000,2021-05-19 18:15:50,41
30000,2021-05-19 18:19:22,41
2750,2021-05-19 16:42:24,40
15000,2021-05-19 19:15:32,41
15000,2021-05-19 20:03:57,41
19894,2021-05-19 20:04:08,41
12287,2021-05-19 21:09:45,20
68970,2021-05-20 01:21:40,39
15000,2021-05-20 13:41:46,41
36280,2021-05-20 13:45:31,34
383600,2021-05-20 15:12:55,34
14442,2021-05-20 15:28:06,20
10487,2021-05-20 21:22:08,39
108530,2021-05-20 18:53:10,34
20588,2021-05-20 21:21:22,20
74953,2021-05-20 22:45:35,34
87890,2021-05-21 03:33:13,34
47280,2021-05-21 22:26:45,34
30401,2021-05-21 23:34:00,20
85700,2021-05-22 02:46:11,34
13999,2021-05-22 20:10:52,39
157470,2021-05-22 17:37:31,34
47350,2021-05-22 23:03:25,20
43230,2021-05-22 23:20:06,34
12280,2021-05-23 02:09:15,34
16659,2021-05-23 21:28:28,39
88800,2021-05-23 19:04:48,20
40560,2021-05-24 01:26:38,34
45030,2021-05-24 19:57:36,34
15000,2021-05-24 20:11:29,41
17243,2021-05-24 20:13:51,20
42643,2021-05-24 20:16:03,20
33132,2021-05-24 22:11:11,41
82080,2021-05-24 23:59:50,34
15143,2021-05-25 01:02:25,20
37243,2021-05-25 02:14:31,20
17890,2021-05-25 03:12:40,41
40779,2021-05-25 03:58:16,34
19843,2021-05-25 11:20:20,20
35636,2021-05-25 13:05:49,41
15000,2021-05-25 14:49:17,41
49780,2021-05-25 14:57:50,34
63448,2021-05-25 15:45:51,41
47010,2021-05-25 20:36:57,34
247730,2021-05-25 20:44:16,34
20570,2021-05-25 22:30:56,34
3980,2021-05-25 22:56:44,40
27998,2021-05-26 05:40:43,39
26950,2021-05-26 12:45:48,34
24763,2021-05-26 13:26:59,20
63448,2021-05-26 14:19:19,41
25560,2021-05-26 16:11:02,34
39486,2021-05-26 15:19:09,40
118410,2021-05-26 19:15:16,34
41580,2021-05-26 19:19:00,34
31740,2021-05-26 20:20:21,34
800,2021-05-26 21:48:57,20
23250,2021-05-26 10:38:10,30
19155,2021-05-27 04:22:33,41
77950,2021-05-27 15:42:03,34
41843,2021-05-27 18:07:57,20
127820,2021-05-27 18:57:00,34
8250,2021-05-27 17:34:10,40
16800,2021-05-27 07:44:09,30
30900,2021-05-27 21:21:43,32
55843,2021-05-27 23:07:59,20
33132,2021-05-27 23:21:39,41
60000,2021-05-28 04:12:51,41
19998,2021-05-28 09:36:08,39
22243,2021-05-28 13:08:24,20
22275,2021-05-28 14:40:27,20
8250,2021-05-28 13:58:16,40
53402,2021-05-28 16:40:28,41
19200,2021-05-28 17:10:18,20
56580,2021-05-28 19:27:53,34
18043,2021-05-28 18:32:55,20
15143,2021-05-28 18:39:43,20
127110,2021-05-28 19:46:37,34
29950,2021-05-28 19:47:24,34
21230,2021-05-28 20:53:28,40
16659,2021-05-29 02:55:09,39
62996,2021-05-29 04:11:31,20
96353,2021-05-29 13:43:55,41
17363,2021-06-10 19:34:54,20
54410,2021-05-30 00:19:37,34
87380,2021-05-30 00:31:49,34
45930,2021-05-30 00:54:53,40
72743,2021-05-30 03:40:03,34
11443,2021-05-30 04:20:59,20
94560,2021-05-30 04:27:56,34
104120,2021-05-30 05:24:12,34
37200,2021-05-30 13:32:33,20
12960,2021-05-30 15:38:08,40
12800,2021-05-30 18:48:34,20
18804,2021-05-30 07:00:03,30
72218,2021-05-30 19:56:18,20
14960,2021-05-30 11:37:13,30
20963,2021-05-31 03:58:05,20
61948,2021-05-31 04:21:59,41
62584,2021-05-31 04:36:03,41
27000,2021-05-31 04:38:23,41
81000,2021-05-31 04:40:55,41
21441,2021-05-31 03:13:20,40
34456,2021-05-31 05:41:49,20
13500,2021-05-31 06:37:18,41
17924,2021-05-31 08:03:17,41
44276,2021-05-31 12:47:01,41
13999,2021-05-31 16:42:38,39
16200,2021-05-31 13:52:37,20
46770,2021-05-31 14:10:11,34
43948,2021-05-31 15:49:59,41
6600,2021-05-31 16:23:46,20
229500,2021-05-31 16:34:06,41
44249,2021-05-31 16:44:18,41
30132,2021-05-31 16:51:12,41
146486,2021-05-31 17:06:52,41
64500,2021-05-31 17:21:28,34
8700,2021-05-31 18:10:01,20
32500,2021-05-31 18:40:54,20
8900,2021-05-31 19:06:09,20
54000,2021-05-31 19:35:23,41
23100,2021-05-31 19:40:01,20
12443,2021-05-31 19:59:50,20
30132,2021-05-31 20:32:25,41
81090,2021-05-31 20:56:24,34
49040,2021-05-31 21:11:11,34
101000,2021-05-31 21:40:13,41
24537,2021-05-31 09:37:58,30
57643,2021-05-31 21:54:00,20
19599,2021-06-01 01:37:21,39
31894,2021-05-31 23:21:50,41
24532,2021-06-01 00:05:34,20
60854,2021-06-01 00:11:56,41
40500,2021-06-01 00:20:57,41
30132,2021-06-01 01:07:28,41
68151,2021-06-01 02:33:52,41
21732,2021-06-01 03:40:53,34
24483,2021-06-01 03:36:51,20
48610,2021-06-01 03:48:58,34
12943,2021-06-01 13:59:22,20
52896,2021-06-01 14:08:51,41
39612,2021-06-01 14:11:29,41
61650,2021-06-01 14:44:20,34
89510,2021-06-01 14:44:41,34
13843,2021-06-01 15:29:53,20
16659,2021-06-01 18:41:52,39
30132,2021-06-01 16:47:33,41
6390,2021-06-01 15:07:20,40
74440,2021-06-01 17:21:37,34
30132,2021-06-01 17:34:36,41
33426,2021-06-01 17:36:25,41
28798,2021-06-01 17:33:46,20
16659,2021-06-01 21:22:16,39
39160,2021-06-01 19:39:37,34
137530,2021-06-01 19:39:37,34
39152,2021-06-01 18:25:16,40
43948,2021-06-01 20:33:10,41
28370,2021-06-01 20:34:40,34
50173,2021-06-01 22:37:19,16
32157,2021-06-01 22:47:53,20
19923,2021-06-01 22:51:16,20
43230,2021-06-01 23:08:56,34
23201,2021-06-01 23:29:30,34
77870,2021-06-01 23:54:16,34
21970,2021-06-01 21:54:02,40
16390,2021-06-02 00:50:02,41
37372,2021-06-02 01:03:48,34
47130,2021-06-02 01:13:45,34
53510,2021-06-02 01:14:42,34
133530,2021-06-02 01:31:44,34
108000,2021-06-02 01:48:59,41
42660,2021-06-02 01:53:30,34
44584,2021-06-02 01:53:37,41
135330,2021-06-02 02:08:11,34
27000,2021-06-02 02:45:08,41
57448,2021-06-02 03:03:52,41
31898,2021-06-02 03:18:20,41
100500,2021-06-02 03:28:50,34
24180,2021-06-02 04:58:16,34
51000,2021-06-02 05:01:26,34
90380,2021-06-02 05:50:29,34
43948,2021-06-02 12:27:36,41
135490,2021-06-02 13:06:30,34
13900,2021-06-02 13:29:38,20
8900,2021-06-02 15:01:08,20
109210,2021-06-02 15:23:05,34
82490,2021-06-02 15:40:48,34
13500,2021-06-02 16:58:17,41
9999,2021-06-02 21:35:33,39
89510,2021-06-02 18:51:46,34
40500,2021-06-02 19:01:51,41
16390,2021-06-02 19:18:10,41
140495,2021-06-02 19:16:13,20
60126,2021-06-02 19:22:37,41
31013,2021-06-02 20:00:56,41
11172,2021-06-02 18:23:37,40
32583,2021-06-02 20:56:12,41
17571,2021-06-02 20:52:29,40
19243,2021-06-02 23:07:14,20
39643,2021-06-02 23:11:36,20
34560,2021-06-03 00:03:32,34
52530,2021-06-03 00:29:08,34
67500,2021-06-03 01:02:25,41
67530,2021-06-03 01:09:50,34
33055,2021-06-03 01:14:24,41
43948,2021-06-03 01:42:42,41
24580,2021-06-03 02:09:33,34
13999,2021-06-03 05:18:10,39
51330,2021-06-03 02:59:18,34
45370,2021-06-03 03:13:05,34
39233,2021-06-03 03:19:01,20
27000,2021-06-03 03:23:49,41
54000,2021-06-03 03:37:26,41
72000,2021-06-03 03:50:59,41
59640,2021-06-03 04:12:22,34
57448,2021-06-03 04:15:21,41
35952,2021-06-03 04:14:25,40
67082,2021-06-03 12:56:36,16
18800,2021-06-03 13:03:35,20
32980,2021-06-03 11:19:05,40
22905,2021-06-03 13:58:27,20
57448,2021-06-03 16:42:34,41
31900,2021-06-03 17:09:28,32
18143,2021-06-03 18:09:16,20
30354,2021-06-03 18:53:01,16
90918,2021-06-03 20:05:34,34
71249,2021-06-03 20:22:42,41
28643,2021-06-03 20:25:32,20
25963,2021-06-03 21:57:40,20
30448,2021-06-03 22:03:29,41
112528,2021-06-03 22:25:01,41
5043,2021-06-04 01:43:40,20
45155,2021-06-04 02:44:20,41
71249,2021-06-04 03:08:01,41
59673,2021-06-04 04:32:27,20
27000,2021-06-04 05:09:23,41
19599,2021-06-04 11:43:35,39
8900,2021-06-04 13:37:43,20
8900,2021-06-04 14:13:39,20
17800,2021-06-04 15:30:16,20
44276,2021-06-04 15:45:00,41
18270,2021-06-04 15:45:56,34
56328,2021-06-04 16:29:42,16
25722,2021-06-01 03:22:09,34
16659,2021-06-04 20:26:33,39
12433,2021-06-04 17:58:26,20
22043,2021-06-04 17:58:29,20
71200,2021-06-04 19:38:15,41
13500,2021-06-04 21:23:02,41
54000,2021-06-05 00:40:14,41
16659,2021-06-05 05:24:21,39
22490,2021-06-04 15:10:43,30
9999,2021-06-05 15:30:35,39
17513,2021-06-05 17:29:52,41
23500,2021-06-05 17:30:55,20
18843,2021-06-05 20:53:30,20
16842,2021-06-05 22:23:27,41
57885,2021-06-06 03:54:32,20
16133,2021-06-06 04:15:33,20
36099,2021-06-06 13:18:45,20
48330,2021-06-06 16:18:03,34
11744,2021-06-06 17:58:38,20
73895,2021-06-06 18:59:27,20
29495,2021-06-06 21:09:52,20
21280,2021-06-06 21:13:34,34
13999,2021-06-07 00:52:20,39
43948,2021-06-06 22:06:49,41
24950,2021-06-06 23:17:03,40
41560,2021-06-07 01:35:24,34
13999,2021-06-07 07:20:21,39
21143,2021-06-07 14:44:56,20
13843,2021-06-07 15:01:20,20
163350,2021-06-07 15:31:58,34
89820,2021-06-07 13:46:34,40
17363,2021-06-07 17:13:25,20
29980,2021-06-07 15:42:06,40
54143,2021-06-07 18:06:34,20
31132,2021-06-07 22:33:31,41
169470,2021-06-07 23:40:54,34
67082,2021-06-08 00:32:00,16
28000,2021-06-08 00:49:25,41
28828,2021-06-08 01:00:42,20
13999,2021-06-08 05:22:52,39
22170,2021-06-08 03:26:30,34
18843,2021-06-08 05:22:04,20
9999,2021-06-08 13:18:28,39
11744,2021-06-08 13:52:41,20
49610,2021-06-08 14:14:25,41
14488,2021-06-08 14:40:18,20
93470,2021-06-08 15:38:29,34
65860,2021-06-08 15:44:13,34
77430,2021-06-08 15:46:12,34
16890,2021-06-08 15:54:51,41
29992,2021-06-08 04:17:06,30
65550,2021-06-08 17:53:21,34
34027,2021-06-08 18:25:56,34
56130,2021-06-08 18:53:24,34
20900,2021-06-08 18:52:51,32
28000,2021-06-08 19:13:22,41
12443,2021-06-08 19:19:18,20
33270,2021-06-08 20:05:02,34
22143,2021-06-08 21:01:59,20
18589,2021-06-08 21:17:37,41
13999,2021-06-09 01:09:36,39
18960,2021-06-08 22:45:58,40
19732,2021-06-09 01:29:54,34
26480,2021-06-09 01:22:34,40
49260,2021-06-09 14:30:28,34
2000,2021-06-09 13:36:16,40
20160,2021-06-09 13:57:44,40
10487,2021-06-09 19:58:34,39
14119,2021-06-09 07:59:07,30
9999,2021-06-10 05:10:44,39
74556,2021-06-10 15:15:17,16
17143,2021-06-10 15:14:24,20
52040,2021-06-10 15:43:13,34
21243,2021-06-10 15:41:39,20
57940,2021-06-10 14:39:15,40
173550,2021-06-10 16:58:34,34
51850,2021-06-10 17:37:23,34
33962,2021-06-10 20:37:01,20
13900,2021-06-10 20:37:45,20
2970,2021-06-10 19:29:37,40
16890,2021-06-10 22:36:38,41
5000,2021-06-10 22:46:39,20
63540,2021-06-10 22:50:22,34
23750,2021-06-10 23:00:17,34
39198,2021-06-11 02:59:27,39
13837,2021-06-11 01:21:50,34
15000,2021-06-11 01:48:22,41
23547,2021-06-11 14:30:45,20
23887,2021-06-11 20:08:47,25
18043,2021-06-11 19:04:23,20
97400,2021-06-11 07:24:13,30
15000,2021-06-11 20:01:32,41
16133,2021-06-11 20:11:46,20
18898,2021-06-11 20:48:38,20
52530,2021-06-11 22:05:00,34
36348,2021-06-12 00:57:03,41
13999,2021-06-12 04:38:41,39
13343,2021-06-12 02:08:58,20
67082,2021-06-12 15:00:28,16
48448,2021-06-12 17:39:02,41
45167,2021-06-12 20:19:22,34
12343,2021-06-12 22:24:53,20
13999,2021-06-13 06:32:37,39
40351,2021-06-13 04:55:57,34
41843,2021-06-13 09:45:24,20
18600,2021-06-13 15:34:29,20
30501,2021-06-13 16:33:55,20
22260,2021-06-13 17:04:48,34
11000,2021-06-13 20:41:52,20
34243,2021-06-13 23:09:59,20
3990,2021-06-13 21:13:55,40
43938,2021-06-14 00:54:54,20
32940,2021-06-13 22:57:02,40
27952,2021-06-14 00:14:20,40
13999,2021-06-14 05:34:03,39
14980,2021-06-14 03:27:31,34
22443,2021-06-14 13:10:26,20
48267,2021-06-14 13:24:16,20
18960,2021-06-14 11:39:05,40
138935,2021-06-14 14:59:16,16
14980,2021-06-14 13:39:29,40
79870,2021-06-14 16:05:50,40
130099,2021-06-14 15:59:23,20
19599,2021-06-14 20:25:28,39
38000,2021-06-14 17:44:31,20
27998,2021-06-14 21:44:32,39
26800,2021-06-10 05:07:22,32
26480,2021-06-14 18:10:33,40
34920,2021-06-14 20:37:55,40
1990,2021-06-14 21:32:58,40
39752,2021-06-15 00:43:39,20
33000,2021-06-15 01:04:50,20
33000,2021-06-15 01:19:22,20
18843,2021-06-15 01:25:06,20
21888,2021-06-15 01:32:54,20
44530,2021-06-15 02:27:09,34
25143,2021-06-15 02:51:04,20
28549,2021-06-15 14:03:59,20
60000,2021-06-15 14:34:29,20
12590,2021-06-15 14:47:56,39
34140,2021-06-15 15:27:30,20
30760,2021-06-15 15:54:24,34
67690,2021-06-15 16:32:47,34
42530,2021-06-15 16:44:44,34
27800,2021-06-15 20:49:49,32
9980,2021-06-15 15:58:10,40
31096,2021-06-15 17:06:14,40
43490,2021-06-15 20:30:30,34
67263,2021-06-15 21:04:33,34
96420,2021-06-15 21:21:20,20
49230,2021-06-15 22:15:40,34
49530,2021-06-15 22:47:33,34
26194,2021-06-15 23:05:19,34
52530,2021-06-15 21:20:52,40
50787,2021-06-15 23:56:14,34
108693,2021-06-16 00:59:34,34
29250,2021-06-16 01:31:19,34
48863,2021-06-16 03:22:36,20
63260,2021-06-16 03:41:44,34
32360,2021-06-15 23:36:00,30
83970,2021-06-16 14:22:42,34
49930,2021-06-16 14:37:27,34
97530,2021-06-16 14:40:13,34
192450,2021-06-16 15:05:53,34
46810,2021-06-16 15:07:23,34
31580,2021-06-16 15:52:40,34
49530,2021-06-16 15:58:19,34
76224,2021-06-16 16:05:20,16
26580,2021-06-16 16:47:02,34
13443,2021-06-16 17:27:33,20
65940,2021-06-16 17:57:33,41
49530,2021-06-16 19:20:07,34
84022,2021-06-16 19:31:22,16
39970,2021-06-16 19:32:04,34
133680,2021-06-16 19:48:38,34
97470,2021-06-16 19:52:11,34
51440,2021-06-16 20:08:15,34
17890,2021-06-16 21:29:59,41
27998,2021-06-17 02:32:07,39
22863,2021-06-17 00:44:06,20
39198,2021-06-17 04:27:58,39
28984,2021-06-17 01:36:55,34
97170,2021-06-17 01:59:18,34
8970,2021-06-17 00:28:00,40
20984,2021-06-17 02:52:14,34
49980,2021-06-17 14:41:51,34
34155,2021-06-17 03:38:56,41
76076,2021-06-17 12:18:56,16
91310,2021-06-17 13:29:22,34
94910,2021-06-17 13:33:36,40
33930,2021-06-17 15:07:23,40
13000,2021-06-17 18:34:48,20
50465,2021-06-17 19:45:50,34
66250,2021-06-17 19:48:04,34
34363,2021-06-17 19:55:19,20
21111,2021-06-17 19:56:12,20
14700,2021-06-17 20:19:31,20
26500,2021-06-17 21:47:33,20
29848,2021-06-17 22:14:44,20
17570,2021-06-17 23:24:22,34
30401,2021-06-18 00:16:46,20
22163,2021-06-18 02:01:57,20
39902,2021-06-18 12:58:27,20
102990,2021-06-18 14:09:03,34
8624,2021-06-18 14:21:07,26
99380,2021-06-18 14:22:24,34
49530,2021-06-18 14:30:44,34
31050,2021-06-18 15:50:43,34
43350,2021-06-18 16:45:23,34
61560,2021-06-18 17:07:52,34
49530,2021-06-18 17:22:35,34
50817,2021-06-18 17:24:24,34
62830,2021-06-18 18:24:03,34
58530,2021-06-18 19:28:44,34
71920,2021-06-18 17:29:42,40
193470,2021-06-18 19:30:54,34
9900,2021-06-18 19:32:51,20
28260,2021-06-18 21:02:00,34
43134,2021-06-18 22:18:15,40
54000,2021-06-19 02:11:41,41
27998,2021-06-19 16:11:40,39
25530,2021-06-19 15:00:14,34
214110,2021-06-19 16:23:10,34
13999,2021-06-20 01:55:08,39
43900,2021-06-20 00:40:52,20
19147,2021-06-20 02:33:16,20
12938,2021-06-20 05:12:33,20
38243,2021-06-20 15:31:52,20
25560,2021-06-20 17:00:16,34
45230,2021-06-22 18:57:49,34
25243,2021-06-20 19:02:18,20
44584,2021-06-20 21:17:56,41
105510,2021-06-20 22:43:39,34
33039,2021-06-20 23:05:29,34
174860,2021-06-21 00:31:23,34
54550,2021-06-21 01:24:19,34
28488,2021-06-20 14:00:20,30
88520,2021-06-21 02:53:03,34
13500,2021-06-21 15:52:55,41
19243,2021-06-21 16:06:35,20
43843,2021-06-21 16:59:48,20
17924,2021-06-21 17:21:43,41
9999,2021-06-21 20:42:02,39
58084,2021-06-21 18:28:49,41
12590,2021-06-22 01:24:25,39
13000,2021-06-21 23:00:11,20
17243,2021-06-21 23:14:54,20
5980,2021-06-22 00:05:57,40
13500,2021-06-22 02:30:50,41
16788,2021-06-22 05:37:14,20
13443,2021-06-22 07:11:04,20
39198,2021-06-22 12:39:51,39
133410,2021-06-22 13:14:08,34
30720,2021-06-22 02:59:34,30
14043,2021-06-22 15:42:21,20
30648,2021-06-22 16:33:14,20
40500,2021-06-22 17:40:21,41
21888,2021-06-22 17:57:18,20
31260,2021-06-22 16:35:14,40
19599,2021-06-22 21:38:16,39
13500,2021-06-22 20:20:22,41
800,2021-06-22 20:31:30,20
32268,2021-06-22 20:42:55,41
23498,2021-06-22 23:48:07,20
58291,2021-06-23 00:53:02,41
22441,2021-06-23 01:39:39,20
13999,2021-06-23 06:33:50,39
30990,2021-06-23 10:27:48,40
110680,2021-06-23 10:35:35,40
37950,2021-06-23 13:57:15,34
16970,2021-06-23 12:18:59,40
53400,2021-06-23 15:29:01,20
111613,2021-06-23 16:52:37,41
103985,2021-06-23 16:54:05,41
81403,2021-06-23 17:09:42,16
19599,2021-06-23 20:28:28,39
76730,2021-06-23 20:18:35,34
16659,2021-06-23 23:27:07,39
41000,2021-06-23 20:45:03,20
14443,2021-06-23 20:58:34,20
13999,2021-06-24 01:29:25,39
55930,2021-06-23 22:38:02,34
28260,2021-06-23 22:55:33,34
42970,2021-06-24 00:23:48,34
41997,2021-06-24 06:52:17,39
12000,2021-06-24 13:25:31,20
30430,2021-06-24 15:33:47,41
67230,2021-06-24 15:41:56,34
53060,2021-06-24 15:56:57,34
24896,2021-06-24 16:07:48,20
27000,2021-06-24 16:34:14,41
49900,2021-06-24 16:39:30,20
17584,2021-06-24 16:44:47,41
231456,2021-06-24 16:49:30,34
88188,2021-06-24 16:56:33,16
155080,2021-06-24 17:26:46,34
29970,2021-06-24 19:29:48,34
13500,2021-06-24 19:30:36,41
43560,2021-06-24 23:04:40,34
13843,2021-06-25 00:29:01,20
67500,2021-06-25 00:42:24,41
21143,2021-06-25 00:41:29,20
20150,2021-06-24 13:02:28,30
13999,2021-06-25 07:22:40,39
16390,2021-06-25 04:33:28,41
30712,2021-06-25 11:15:08,34
63700,2021-06-25 14:38:36,20
11600,2021-06-25 17:43:30,25
85930,2021-06-25 16:45:56,34
156260,2021-06-25 18:18:04,34
23738,2021-06-25 18:31:46,20
800,2021-06-25 19:16:30,20
13999,2021-06-25 22:21:17,39
41030,2021-06-25 22:17:30,34
16000,2021-06-26 00:03:40,20
46500,2021-06-26 00:08:42,20
144890,2021-06-26 00:16:27,34
27900,2021-06-25 13:23:51,30
15580,2021-06-26 03:31:11,34
24680,2021-06-26 05:35:48,40
12960,2021-06-26 12:24:49,40
67050,2021-06-26 15:08:03,34
17243,2021-06-26 15:08:39,20
42541,2021-06-26 18:41:45,41
40085,2021-06-26 18:44:19,20
55690,2021-06-26 20:26:43,34
153340,2021-06-26 22:41:36,34
19243,2021-06-26 23:03:55,20
30724,2021-06-27 01:15:48,20
22970,2021-06-27 00:43:35,40
59887,2021-06-27 13:22:34,20
40085,2021-06-27 17:10:50,20
41034,2021-06-27 19:29:42,34
85530,2021-06-27 20:11:47,34
57000,2021-06-27 20:47:09,16
41434,2021-06-27 21:12:58,20
36484,2021-06-27 21:45:32,20
59940,2021-06-27 22:09:58,34
12590,2021-06-28 04:11:04,39
58480,2021-06-28 01:12:27,34
83341,2021-06-28 02:26:50,34
51700,2021-06-28 03:49:37,20
36980,2021-06-28 12:17:17,40
19599,2021-06-28 17:51:30,39
139670,2021-06-28 15:15:16,34
43440,2021-06-28 15:27:01,34
55230,2021-06-28 16:45:30,34
15580,2021-06-28 20:13:04,39
16243,2021-06-28 17:42:32,20
13843,2021-06-28 18:38:13,20
12645,2021-06-28 22:02:31,39
31084,2021-06-28 19:14:29,41
8980,2021-06-28 18:35:04,40
38000,2021-06-28 23:14:49,20
74000,2021-06-28 23:24:09,20
41632,2021-06-28 23:30:04,41
47190,2021-06-28 23:59:59,34
31084,2021-06-29 00:56:15,41
